model_answer,serial_number
"{""columns"":[""NumWebPurchases"",""NumCatalogPurchases"",""NumDealsPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",742
"{""columns"":[""Myanmar"",""China"",""Year""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",743
"{""columns"":[""Rest of World""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile"",""Range""]}",744
"{""columns"":[""Vietnam"",""Year""],""methods"":[""Standard Deviation""]}",745
"{""columns"":[""# of Homeless Individuals Served at The Source"",""Total Library Visitors"",""Total Cardholders""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",746
"{""columns"":[""Research Quality Score""],""methods"":[""Kurtosis""]}",747
"{""columns"":[""Pr_Male""],""methods"":[""Mean""]}",748
"{""columns"":[""Death Age 100+"",""Attack method: Armed Assault"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",749
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",750
"{""columns"":[""GRE Score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Mode"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile"",""Range""]}",751
"{""columns"":[""Total eMedia Circulation"",""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",752
"{""columns"":[""Attack method: Armed Assault"",""Attack method: Facility/Infrastructure Attack"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",753
"{""columns"":[""ALLERGY "",""SWALLOWING DIFFICULTY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",754
"{""columns"":[""Duration""],""methods"":[""Quartile""]}",755
"{""columns"":[""ever_married"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",756
"{""columns"":[""Bangladesh""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",757
"{""columns"":[""Philippines"",""India""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",758
"{""columns"":[""Terrorism deaths"",""Death Age : 6-10""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",759
"{""columns"":[""MntWines"",""MntFishProducts""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",760
"{""columns"":[""Terrorist Death Type : Suicide"",""Attack method: Bombing/Explosion"",""Attack method: Assassination""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",761
"{""columns"":[""famsize"",""higher"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",762
"{""columns"":[""price(in lakhs)"",""mileage(kmpl)"",""torque(Nm)""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",763
"{""columns"":[""Japan"",""Year""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",764
"{""columns"":[""freetime"",""health""],""methods"":[""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",765
"{""columns"":[""Height""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",766
"{""columns"":[""Year"",""Pakistan""],""methods"":[""Mean""]}",767
"{""columns"":[""hypertension"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",768
"{""columns"":[""atlantaretail""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",769
"{""columns"":[""NumDealsPurchases""],""methods"":[""Descriptive Statistics: Quartile""]}",770
"{""columns"":[""SHORTNESS OF BREATH"",""CHEST PAIN"",""YELLOW_FINGERS""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",771
"{""columns"":[""Total Program Attendees"",""# of Homeless Individuals Served at The Source""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",772
"{""columns"":[""Geography"",""Exited""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",773
"{""columns"":[""HP""],""methods"":[""Skewness""]}",774
"{""columns"":[""avg_income"",""GDP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",775
"{""columns"":[""runtime"",""imdb_votes""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",776
"{""columns"":[""Total eMedia Circulation""],""methods"":[""Median""]}",777
"{""columns"":[""JUL""],""methods"":[""Standard Deviation""]}",778
"{""columns"":[""TOEFL Score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",779
"{""columns"":[""Age"",""BMI""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",780
"{""columns"":[""Japan""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",781
"{""columns"":[""Bathrooms""],""methods"":[""Kurtosis""]}",782
"{""columns"":[""region""],""methods"":[""Mode""]}",783
"{""columns"":[""NumStorePurchases""],""methods"":[""Standard Deviation""]}",784
"{""columns"":[""Average Tree Price""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",785
"{""columns"":[""Gender"",""SMOKE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",786
"{""columns"":[""WHEEZING"",""LUNG_CANCER"",""YELLOW_FINGERS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",787
"{""columns"":[""Newspaper Ad Budget ($)""],""methods"":[""Mean""]}",788
"{""columns"":[""nursery"",""internet"",""paid""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",789
"{""columns"":[""Philippines"",""Year""],""methods"":[""Quartile""]}",790
"{""columns"":[""work_year"",""salary""],""methods"":[""Range""]}",791
"{""columns"":[""SOP""],""methods"":[""Standard Deviation""]}",792
"{""columns"":[""Real Face""],""methods"":[""Mode""]}",793
"{""columns"":[""Speed""],""methods"":[""Kurtosis""]}",794
"{""columns"":[""avg_glucose_level"",""bmi""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test"",""Standard Deviation"",""Range"",""Quartile""]}",795
"{""columns"":[""Pr_Male""],""methods"":[""Quartile""]}",796
"{""columns"":[""GRE Score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",797
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",798
"{""columns"":[""adjusted_satisfaction""],""methods"":[""Skewness""]}",799
"{""columns"":[""Japan""],""methods"":[""Skewness"",""Kurtosis""]}",800
"{""columns"":[""SMOKING"",""CHEST PAIN"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",801
"{""columns"":[""MaxHR""],""methods"":[""Median""]}",802
"{""columns"":[""Total eMedia Circulation"",""Total Computer Usage (Wireless + PC Sessions)""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",803
"{""columns"":[""guardian"",""higher""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",804
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",805
"{""columns"":[""age"",""traveltime""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",806
"{""columns"":[""ever_married"",""stroke""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",807
"{""columns"":[""freetime""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",808
"{""columns"":[""Preferred Foot"",""Body Type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",809
"{""columns"":[""TV Ad Budget ($)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",810
"{""columns"":[""ST_Slope"",""ChestPainType""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",811
"{""columns"":[""Sex"",""Grade""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",812
"{""columns"":[""Sports_activity"",""Project_work"",""Additional_Work""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",813
"{""columns"":[""NumDealsPurchases""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Descriptive Statistics""]}",814
"{""columns"":[""Work Rate"",""Real Face""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",815
"{""columns"":[""Total eMedia Circulation"",""# of Attendees at Children's and Teen Programming""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",816
"{""columns"":[""MntWines""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",817
"{""columns"":[""Attack method: Armed Assault"",""Death Age 100+"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",818
"{""columns"":[""age"",""G1""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",819
"{""columns"":[""age"",""avg_glucose_level""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",820
"{""columns"":[""United States"",""Indonesia""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",821
"{""columns"":[""imdb_score"",""imdb_votes""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",822
"{""columns"":[""Year"",""Terrorism deaths"",""Attack method: Assassination""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient"",""Pearson Correlation Coefficient""]}",823
"{""columns"":[""Number of trees sold"",""Average Tree Price"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",824
"{""columns"":[""family_history_with_overweight"",""FAVC""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",825
"{""columns"":[""newyorkretail""],""methods"":[""Standard Deviation""]}",826
"{""columns"":[""Cholesterol""],""methods"":[""Standard Deviation""]}",827
"{""columns"":[""NumOfProducts"",""EstimatedSalary""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",828
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",829
"{""columns"":[""WHEEZING"",""SHORTNESS OF BREATH"",""PEER_PRESSURE""],""methods"":[""Partial Correlation Coefficient"",""Mantel-Haenszel Test""]}",830
"{""columns"":[""Duration"",""BMI""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",831
"{""columns"":[""MntFishProducts"",""NumStorePurchases""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test""]}",832
"{""columns"":[""Pstatus"",""higher"",""address""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",833
"{""columns"":[""MntGoldProds"",""MntFruits"",""Recency""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",834
"{""columns"":[""CH2O""],""methods"":[""Skewness""]}",835
"{""columns"":[""Walc"",""failures"",""studytime""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",836
"{""columns"":[""G2"",""absences"",""age""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",837
"{""columns"":[""freetime"",""G3"",""Medu""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",838
"{""columns"":[""Calories Burn"",""Dream Weight""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",839
"{""columns"":[""WHEEZING"",""LUNG_CANCER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",840
"{""columns"":[""Research Quality Score"",""Industry Score""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",841
"{""columns"":[""studytime""],""methods"":[""Kurtosis""]}",842
"{""columns"":[""Brand""],""methods"":[""Mode""]}",843
"{""columns"":[""DEC""],""methods"":[""Quartile""]}",844
"{""columns"":[""sex"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",845
"{""columns"":[""Recency"",""NumCatalogPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",846
"{""columns"":[""HeartDisease"",""ChestPainType""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",847
"{""columns"":[""torque(Nm)""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",848
"{""columns"":[""Weight""],""methods"":[""Standard Deviation""]}",849
"{""columns"":[""hypertension"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",850
"{""columns"":[""math score""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",851
"{""columns"":[""Special""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",852
