extracted_answer,serial_number
"{
  ""columns"": [""Value""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1090
"{
  ""columns"": [""SEP""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1091
"{
  ""columns"": [""Year"", ""Pakistan"", ""Vietnam""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1092
"{
  ""columns"": [""adjusted_satisfaction""],
  ""methods"": [""Mean""]
}",1093
"{
  ""columns"": [""ANXIETY"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1094
"{
  ""columns"": [""std_satisfaction""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1095
"{
  ""columns"": [""Philippines"", ""Vietnam""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1096
"{
  ""columns"": [""NCP"", ""SMOKE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1097
"{
  ""columns"": [""CHRONIC DISEASE"", ""COUGHING"", ""ANXIETY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1098
"{
  ""columns"": [""RestingECG"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1099
"{
  ""columns"": [""Bangladesh"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1100
"{
  ""columns"": [""Total"", ""Attack""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1101
"{
  ""columns"": [""University Rating"", ""Research""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1102
"{
  ""columns"": [""famrel"", ""health""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1103
"{
  ""columns"": [""ALCOHOL CONSUMING"", ""COUGHING"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1104
"{
  ""columns"": [""Research Environment Score""],
  ""methods"": [""Kurtosis""]
}",1105
"{
  ""columns"": [""Fedu"", ""freetime""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1106
"{
  ""columns"": [""school"", ""address"", ""reason""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1107
"{
  ""columns"": [""Actual Weight"", ""Duration""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1108
"{
  ""columns"": [""Type of tree"", ""Average Tree Price"", ""Sales""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis"", ""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1109
"{
  ""columns"": [""std_satisfaction"", ""income_inequality"", ""adjusted_satisfaction""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1110
"{
  ""columns"": [""Pstatus"", ""nursery"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1111
"{
  ""columns"": [""schoolsup"", ""nursery"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1112
"{
  ""columns"": [""MntFruits"", ""Z_CostContact""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1113
"{
  ""columns"": [""Attack method: Bombing/Explosion""],
  ""methods"": [""Standard Deviation""]
}",1114
"{
  ""columns"": [""work_type"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1115
"{
  ""columns"": [""FCVC""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1116
"{
  ""columns"": [""HP""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1117
"{
  ""columns"": [""MntWines""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1118
"{
  ""columns"": [""engine(cc)"", ""max_power(bhp)"", ""mileage(kmpl)""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1119
"{
  ""columns"": [""MntGoldProds"", ""NumWebPurchases""],
  ""methods"": [""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1120
"{
  ""columns"": [""Age"", ""Heart Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1121
"{
  ""columns"": [""ST_Slope"", ""FastingBS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1122
"{
  ""columns"": [""Height"", ""CH2O""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1123
"{
  ""columns"": [""Gender"", ""MTRANS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1124
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1125
"{
  ""columns"": [""avg_glucose_level"", ""bmi""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1126
"{
  ""columns"": [""paid"", ""activities""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1127
"{
  ""columns"": [""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1128
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1129
"{
  ""columns"": [""Myanmar""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1130
"{
  ""columns"": [""ALLERGY"", ""SHORTNESS OF BREATH""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1131
"{
  ""columns"": [""Total Cardholders""],
  ""methods"": [""Quartile""]
}",1132
"{
  ""columns"": [""Teenhome""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",1133
"{
  ""columns"": [""AGE""],
  ""methods"": [""Skewness""]
}",1134
"{
  ""columns"": [""NCP"", ""CH2O""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1135
"{
  ""columns"": [""SMOKING"", ""CHEST PAIN""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1136
"{
  ""columns"": [""Death Age : 11-20"", ""Attack method: Assassination"", ""Attack method: Hijacking""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1137
"{
  ""columns"": [""Special""],
  ""methods"": [""Mean""]
}",1138
"{
  ""columns"": [""Gender"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1139
"{
  ""columns"": [""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1140
"{
  ""columns"": [""paid"", ""internet"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1141
"{
  ""columns"": [""losangelesretail""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1142
"{
  ""columns"": [""traveltime"", ""G1""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1143
"{
  ""columns"": [""paid"", ""activities"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1144
"{
  ""columns"": [""Duration"", ""BMI""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1145
"{
  ""columns"": [""Japan"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1146
"{
  ""columns"": [""Japan"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1147
"{
  ""columns"": [""company_location""],
  ""methods"": [""Mode""]
}",1148
"{
  ""columns"": [""Thailand""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1149
"{
  ""columns"": [""EstimatedSalary""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1150
"{
  ""columns"": [""Death Age : 21-50""],
  ""methods"": [""Mean""]
}",1151
"{
  ""columns"": [""freetime"", ""health"", ""failures""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1152
"{
  ""columns"": [""Year"", ""Philippines"", ""Thailand""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1153
"{
  ""columns"": [""runtime""],
  ""methods"": [""Quartile""]
}",1154
"{
  ""columns"": [""Walc"", ""health"", ""failures""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1155
"{
  ""columns"": [""experience_level"", ""work_setting""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1156
"{
  ""columns"": [""Potential"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1157
"{
  ""columns"": [""Total""],
  ""methods"": [""Mean""]
}",1158
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1159
"{
  ""columns"": [""G3""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",1160
"{
  ""columns"": [""Total Cardholders"", ""# of Attendees at Children's and Teen Programming""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1161
"{
  ""columns"": [""GRE Score"", ""Chance of Admit ""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1162
