extracted_answer,serial_number,task,results,relevant_column,ground_truth,dataset,refined_question,difficulty,methods_comparison_result,columns_comparison_result,methods_score,columns_score,selection_overall
"{
  ""columns"": [""median_income""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",512,Distribution Compliance Test,"[{""method"": ""Anderson-Darling Test"", ""result"": ""{\""AD results\"": \""{\\\""stat\\\"": 9.85813, \\\""crit\\\"": 0.557}\""}"", ""conclusion"": ""Non-normally distributed""}, {""method"": ""Kolmogorov-Smirnov Test for Normality"", ""result"": ""{\""p value\"": 6e-05}"", ""conclusion"": ""Non-normally distributed""}, {""method"": ""Lilliefors Test"", ""result"": ""{\""p value\"": 0.001}"", ""conclusion"": ""Non-normally distributed""}]","[{""column_header"": ""median_income"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""median_income""], ""methods"": [""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}",Income and Happiness Score Dataset,How does the distribution of the median income of individuals in the country compare to a theoretical normal distribution?,hard,"{""Correct"": 3, ""Wrong"": 1, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Y house price of unit area""],
  ""methods"": [""Range""]
}",513,Descriptive Statistics,"[{""method"": ""Range"", ""result"": ""109.9"", ""conclusion"": ""109.9""}]","[{""column_header"": ""Y house price of unit area"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Y house price of unit area""], ""methods"": [""Range""]}",Real Estate Valuation Dataset,Could you please provide me with the range of the house prices per unit area (Y) from the smallest to the largest value?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""school"", ""internet""],
  ""methods"": [""Chi-square Independence Test""]
}",514,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.00247}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""reason"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""internet"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""reason"", ""internet""], ""methods"": [""Chi-square Independence Test""]}",Student Performance Prediction Dataset,"Does the data provide evidence to establish a connection between the choice of this school (classified as proximity to home, school reputation, course preference, or other) and access to the internet at home?",hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 1, ""Missed"": 1}",1.0,0.0,0
"{
  ""columns"": [""ALLERGY"", ""WHEEZING"", ""ANXIETY""],
  ""methods"": [""Chi-square Independence Test""]
}",515,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.01018}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ALLERGY "", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""WHEEZING"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""ANXIETY"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""ALLERGY "", ""WHEEZING"", ""ANXIETY""], ""methods"": [""Mantel-Haenszel Test""]}",Lung Cancer Survey Dataset,How does the relationship between the presence of allergy symptoms and wheezing change across different levels of anxiety?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""CGPA""],
  ""methods"": [""Median""]
}",516,Descriptive Statistics,"[{""method"": ""Median"", ""result"": ""8.61"", ""conclusion"": ""8.61""}]","[{""column_header"": ""CGPA"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""CGPA""], ""methods"": [""Median""]}",Dataset for Admission in the University,How can I calculate the median of the Grade Point Average (GPA) for the applicants during their undergraduate studies?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Year"", ""Thailand"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",517,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": -0.28868, \""p value\"": 0.77283}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 1.76207, \""p value\"": 0.23264}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Bartlett Test"", ""result"": ""{\""stat\"": 0.57928, \""p value\"": 0.4466}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""F-Test for Variance"", ""result"": ""{\""stat\"": 4.12725, \""p value\"": 0.08847}"", ""conclusion"": ""Variance not significantly difference between them""}]","[{""column_header"": ""Thailand"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Bangladesh"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Thailand"", ""Bangladesh""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",Crop Production Dataset,Are the annual crop production data from Thailand and Bangladesh comparable in terms of variability?,easy,"{""Correct"": 4, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 1, ""Missed"": 0}",1.0,0.0,0
"{
  ""columns"": [""HP"", ""Attack"", ""Defense"", ""Sp_Atk"", ""Sp_Def"", ""Speed""],
  ""methods"": [""Range""]
}",518,Descriptive Statistics,"[{""method"": ""Range"", ""result"": ""540"", ""conclusion"": ""540""}]","[{""column_header"": ""Total"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Total""], ""methods"": [""Range""]}",Pokedex Dataset,"Can you calculate the range of the sum of all base stats, including Health Points, Attack, Defense, Special Attack, Special Defense, and Speed?",easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 0, ""Wrong"": 6, ""Missed"": 1}",1.0,0.0,0
"{
  ""columns"": [""ever_married"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test""]
}",519,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ever_married"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""smoking_status"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""ever_married"", ""smoking_status""], ""methods"": [""Chi-square Independence Test""]}",Stroke Prediction Dataset,Are the frequencies of ever_married individuals in line with the distributions of smoking_status categories?,hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""FAVC""],
  ""methods"": [""Mode""]
}",520,Descriptive Statistics,"[{""method"": ""Mode"", ""result"": ""yes"", ""conclusion"": ""yes""}]","[{""column_header"": ""FAVC"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""FAVC""], ""methods"": [""Mode""]}",Obesity or CVD Risk Dataset,What is the most frequently occurring item in the category of frequent consumption of high caloric food (FAVC)?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""PEER_PRESSURE"", ""CHRONIC DISEASE""],
  ""methods"": [""Chi-square Independence Test""]
}",521,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.45989}"", ""conclusion"": ""Independent""}, {""method"": ""Fisher Exact Test"", ""result"": ""{\""p value\"": 0.42657}"", ""conclusion"": ""Independent""}]","[{""column_header"": ""PEER_PRESSURE"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""CHRONIC DISEASE"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""PEER_PRESSURE"", ""CHRONIC DISEASE""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",Lung Cancer Survey Dataset,Is there evidence in the data to indicate a relationship between the experience of peer pressure related to smoking and the presence of chronic disease?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Potential"", ""Special""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",522,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 24343.22446, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Potential"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Special"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Potential"", ""Special""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",FIFA Official Dataset 2023,Is the variability in players' potential ratings comparable to that of their special abilities?,hard,"{""Correct"": 2, ""Wrong"": 5, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",523,Correlation Analysis,"[{""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.01099}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Average Tree Price"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Sales"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Average Tree Price"", ""Sales""], ""methods"": [""Kendall Correlation Coefficient""]}",US Christmas Tree Sales Dataset,How strong is the link between the average cost of Christmas trees and the overall income derived from the sales of these trees during the festive season?,hard,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{""columns"": [""Number of trees sold"", ""Average Tree Price""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",524,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 69.37938, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""Bartlett Test"", ""result"": ""{\""stat\"": 306.99085, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""F-Test for Variance"", ""result"": ""{\""stat\"": 79.2598, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Number of trees sold"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Average Tree Price"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Number of trees sold"", ""Average Tree Price""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",US Christmas Tree Sales Dataset,Do the dispersions of the quantity of Christmas trees sold and the average selling price of trees show statistical similarity?,easy,"{""Correct"": 4, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Dream Weight"", ""BMI""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",525,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 4793.67362, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Dream Weight"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""BMI"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Dream Weight"", ""BMI""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Exercise and Fitness Metrics Dataset,Do Dream Weight and BMI exhibit similar characteristics in terms of variance?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""avg_income"", ""GDP""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",526,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 86.83904, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""avg_income"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""GDP"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""avg_income"", ""GDP""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Income and Happiness Score Dataset,Is the variance of average income and GDP homogeneous?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Fedu"", ""Walc""],
  ""methods"": [""Pearson Correlation Coefficient""]
}",527,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.03844}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.02973}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.02481}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Fedu"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Walc"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Fedu"", ""Walc""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",Student Performance Prediction Dataset,Does a linear relationship exist between the education level of fathers (ranging from none to higher education) and the weekend alcohol consumption levels (ranging from very low to very high)?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 2}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""adjusted_satisfaction"", ""income_inequality""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",528,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 1.76324, \""p value\"": 0.07786}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 15.55074, \""p value\"": 0.00011}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""adjusted_satisfaction"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""income_inequality"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""adjusted_satisfaction"", ""income_inequality""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Income and Happiness Score Dataset,Do the fluctuations in adjusted self-reported happiness scores compare to those in measures of income inequality within the country?,hard,"{""Correct"": 0, ""Wrong"": 3, ""Missed"": 2}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Work Rate"", ""Preferred Foot""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",529,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""Preferred Foot"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Work Rate"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Preferred Foot"", ""Work Rate""], ""methods"": [""Chi-square Independence Test""]}",FIFA Official Dataset 2023,Does the player's work rate have any correlation with their preferred foot?,hard,"{""Correct"": 0, ""Wrong"": 3, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""ALCOHOL CONSUMING"", ""ALLERGY"", ""ANXIETY""],
  ""methods"": [""Chi-square Independence Test""]
}",530,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ALLERGY "", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""ALCOHOL CONSUMING"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""ANXIETY"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""ALLERGY "", ""ALCOHOL CONSUMING"", ""ANXIETY""], ""methods"": [""Mantel-Haenszel Test""]}",Lung Cancer Survey Dataset,Is there a significant difference in the relationship between alcohol consumption status and the presence of allergy symptoms when stratified by the presence of anxiety symptoms?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
